amount,hour,customer_age_days,previous_transactions,previous_failures,avg_amount,amount_ratio,transactions_10min,transactions_1h,new_device,new_location,is_weekend,fraud
562.68,20,894,26,0,533.2,1.055,1,5,0,0,0,0
1024.73,16,670,35,0,524.84,1.952,2,2,0,0,0,0
826.76,22,579,22,0,1140.25,0.725,3,6,0,0,0,0
694.41,21,1340,30,2,1101.39,0.63,0,1,1,0,1,0
1546.21,20,248,30,0,1240.15,1.247,2,6,0,0,0,0
805.43,13,187,24,1,657.41,1.225,4,7,1,0,0,0
323.8,14,663,37,0,1035.32,0.313,0,1,0,0,0,0
1142.71,20,1393,24,2,678.71,1.684,0,2,1,0,0,0
884.25,20,1162,23,0,550.97,1.605,4,5,0,0,0,0
1314.51,12,1363,28,0,730.97,1.798,1,3,0,0,0,0
716.7,18,935,36,0,521.89,1.373,0,2,0,0,0,0
348.09,16,1690,30,0,322.24,1.08,0,1,0,0,0,0
525.37,7,1796,31,2,646.1,0.813,2,4,0,0,1,0
542.71,8,367,28,0,481.6,1.127,1,3,0,0,0,0
510.2,7,1516,36,0,654.35,0.78,1,3,0,0,1,0
9225.94,1,1636,28,3,463.76,19.894,15,21,1,1,0,1
1339.41,21,347,17,0,554.38,2.416,0,3,0,0,1,0
420.03,11,779,32,0,896.02,0.469,1,3,0,0,0,0
1459.24,21,278,25,0,925.18,1.577,1,2,0,0,0,0
446.59,13,1199,26,0,1830.02,0.244,1,2,0,0,0,0
728.06,13,705,37,0,647.06,1.125,0,1,0,0,0,0
880.42,10,36,46,0,1716.17,0.513,0,2,0,0,0,0
761.41,17,1331,34,1,997.25,0.764,0,0,0,0,0,0
1263.99,16,239,26,0,488.14,2.589,1,4,0,0,0,0
845.88,11,1007,20,0,1235.51,0.685,3,6,0,0,0,0
823.62,19,1039,31,1,825.05,0.998,0,2,1,0,0,0
242.98,17,1665,39,0,1740.68,0.14,1,3,0,0,1,0
1119.25,18,1074,27,0,1848.01,0.606,3,5,0,0,1,0
2523.14,13,424,28,1,693.59,3.638,0,3,0,0,1,0
685.01,17,542,32,1,883.5,0.775,0,2,0,0,0,0
1291.12,11,389,33,0,390.85,3.303,1,7,0,0,0,0
570.72,22,983,25,0,439.29,1.299,2,3,0,0,0,0
1543.75,13,1301,33,0,1175.17,1.314,1,3,0,0,0,0
1194.43,10,1221,28,0,598.23,1.997,1,3,0,0,0,0
733.9,13,1467,19,1,980.66,0.748,1,2,0,0,0,0
707.79,22,555,28,0,892.84,0.793,1,4,0,0,0,0
1280.42,22,347,36,0,738.63,1.734,1,6,0,0,0,0
918.28,12,998,21,0,567.52,1.618,1,3,0,0,1,0
456.12,21,1377,31,0,757.35,0.602,2,5,0,0,0,0
387.44,11,283,31,1,900.99,0.43,0,1,0,0,1,0
1240.83,9,1118,31,1,792.52,1.566,2,9,0,0,0,0
590.11,9,585,30,0,822.84,0.717,2,3,0,0,1,0
915.44,10,869,29,1,668.99,1.368,1,6,0,0,0,0
1240.73,10,852,30,0,732.92,1.693,0,0,0,0,1,0
463.42,11,1223,30,0,1053.21,0.44,1,3,0,0,0,0
513.98,12,233,29,0,676.41,0.76,1,3,0,0,1,0
2191.74,6,1488,31,1,824.04,2.66,0,7,0,0,0,0
715.69,12,46,33,0,799.92,0.895,1,3,0,0,1,0
1572.54,15,985,28,0,482.43,3.26,0,0,0,1,0,0
3565.28,12,1774,28,0,1140.72,3.125,1,4,0,0,1,0
1024.09,14,719,29,0,1608.92,0.637,1,4,0,0,1,0
558.85,9,1416,21,0,2262.48,0.247,0,2,0,0,0,0
962.82,8,1702,25,0,949.43,1.014,0,2,0,0,0,0
809.3,21,50,35,0,1812.34,0.447,1,1,0,0,0,0
931.62,22,1555,20,0,1930.13,0.483,0,0,1,0,0,0
1331.95,12,253,38,1,939.71,1.417,1,3,0,0,0,0
1418.54,18,878,32,1,776.41,1.827,0,4,0,0,0,0
298.09,8,1372,29,1,1283.25,0.232,0,2,0,0,1,0
1727.57,9,648,35,3,886.0,1.95,1,3,0,0,1,0
1043.67,14,1540,25,0,2052.95,0.508,1,2,0,0,0,0
654.94,17,998,30,1,776.18,0.844,1,2,0,0,0,0
1344.51,17,979,27,1,900.66,1.493,1,2,0,0,0,0
503.83,11,599,32,0,842.69,0.598,1,5,0,0,1,0
516.91,20,895,29,0,679.26,0.761,2,3,0,0,1,0
1607.5,16,1742,32,0,731.29,2.198,1,2,0,0,0,0
931.56,11,773,34,0,1497.28,0.622,0,3,0,0,0,0
2126.49,13,1009,23,1,1483.82,1.433,0,3,0,0,1,0
615.62,11,1594,25,1,464.14,1.326,3,4,0,0,1,0
1053.88,8,1278,27,0,784.36,1.344,2,6,0,0,0,0
1111.07,6,1170,29,1,1644.46,0.676,1,5,0,0,0,0
1122.42,13,1246,31,1,600.16,1.87,1,3,0,0,0,0
1263.21,6,1455,18,0,478.09,2.642,0,1,1,0,0,0
1156.08,22,714,17,1,858.21,1.347,2,3,0,0,0,0
907.37,20,826,26,0,837.46,1.083,0,2,0,0,0,0
308.62,18,1571,26,0,911.67,0.339,0,4,0,0,1,0
1444.18,18,1155,25,0,1376.49,1.049,2,6,0,0,0,0
243.33,16,130,33,0,1220.86,0.199,0,3,0,0,0,0
455.53,18,42,34,0,1020.92,0.446,1,5,0,0,0,0
609.37,20,1794,21,1,663.59,0.918,0,0,0,0,0,0
1475.5,14,1682,27,0,1086.14,1.358,0,2,0,0,1,0
794.55,20,1108,27,0,1166.75,0.681,1,2,0,0,1,0
2518.01,10,748,27,0,773.15,3.257,0,2,0,0,0,0
418.74,21,1717,25,0,1716.65,0.244,1,3,0,1,1,0
490.39,18,1102,31,1,552.44,0.888,2,5,1,0,1,0
2869.87,1,1799,29,2,440.91,6.509,7,27,1,0,0,1
477.84,9,793,24,0,653.55,0.731,4,7,0,0,0,0
634.0,8,1736,29,0,738.43,0.859,0,0,0,0,0,0
25860.17,0,854,31,3,703.42,36.764,6,13,1,1,0,1
1595.88,19,522,25,1,1973.95,0.808,3,8,0,0,0,0
1023.67,20,197,32,0,1483.49,0.69,2,5,0,0,0,0
756.59,22,125,24,0,1687.13,0.448,2,3,0,0,0,0
1367.31,8,1019,34,0,1498.54,0.912,1,3,0,0,1,0
13844.95,2,158,37,2,1159.99,11.935,6,24,1,1,0,1
629.1,19,998,27,1,483.06,1.302,3,4,0,0,0,0
664.49,22,1486,25,0,464.07,1.432,2,4,0,0,0,0
708.18,7,1316,43,0,1776.7,0.399,1,3,0,0,0,0
345.86,17,1376,31,0,740.8,0.467,0,1,1,0,0,0
1747.63,7,1384,35,0,1134.59,1.54,1,2,0,0,1,0
651.4,7,877,25,0,1179.04,0.552,0,1,0,0,0,0
765.75,20,326,24,0,2107.62,0.363,0,5,0,0,0,0
1999.78,21,1340,25,0,1011.7,1.977,0,3,0,0,0,0
667.29,9,1639,22,0,711.79,0.937,0,1,0,1,0,0
1801.44,20,349,28,0,1558.69,1.156,1,5,0,0,0,0
343.26,21,890,26,1,663.35,0.517,0,3,0,0,0,0
1222.67,15,1361,28,1,900.62,1.358,0,1,0,0,0,0
9862.43,1,817,29,3,867.92,11.363,9,22,1,1,0,1
376.66,18,1533,22,2,740.79,0.508,0,0,0,0,1,0
480.81,15,422,32,0,1183.77,0.406,1,1,0,0,1,0
969.93,11,833,19,0,1881.08,0.516,0,5,0,0,1,0
529.55,20,527,27,0,856.55,0.618,1,4,0,0,0,0
1108.38,16,164,29,0,936.72,1.183,0,1,0,0,0,0
595.9,10,579,28,0,610.0,0.977,1,1,0,0,0,0
368.45,13,446,27,1,786.84,0.468,0,0,0,0,0,0
1530.57,11,328,23,1,568.9,2.69,0,0,0,0,1,0
1055.66,14,1472,24,0,442.03,2.388,1,2,0,0,0,0
333.07,10,690,28,0,530.65,0.628,0,2,1,0,1,0
1285.85,16,1135,30,0,1154.64,1.114,2,5,0,0,0,0
960.26,13,719,27,0,658.89,1.457,0,2,0,0,0,0
708.13,6,683,40,1,1084.31,0.653,3,6,0,0,1,0
723.74,6,548,33,1,796.88,0.908,1,3,0,0,1,0
1876.63,7,311,34,0,1054.39,1.78,1,4,0,0,1,0
1070.11,8,525,23,1,916.09,1.168,0,0,0,0,1,0
1927.61,7,139,28,0,1261.56,1.528,0,4,0,0,1,0
1166.4,17,427,31,1,1210.79,0.963,0,5,0,0,0,0
1021.64,16,1167,32,0,750.41,1.361,1,3,0,0,0,0
591.99,6,1586,31,0,699.22,0.847,1,3,0,0,0,0
979.25,13,1083,27,1,1148.73,0.852,0,2,0,0,0,0
1574.28,10,968,32,0,729.04,2.159,0,1,0,0,0,0
938.86,14,165,32,0,1212.12,0.775,1,3,0,0,0,0
2604.55,15,792,34,0,633.7,4.11,1,2,0,0,0,0
1572.98,14,821,26,1,817.98,1.923,1,3,0,0,1,0
464.5,12,712,22,0,923.12,0.503,0,3,0,0,0,0
687.67,6,40,22,0,1294.47,0.531,2,2,0,0,0,0
1300.28,19,1100,29,0,875.4,1.485,0,2,0,0,0,0
387.68,19,532,27,0,792.45,0.489,3,6,0,0,1,0
842.14,20,1167,37,1,1143.9,0.736,0,1,0,0,0,0
537.56,17,1506,32,0,723.43,0.743,1,2,0,0,1,0
918.17,11,1519,28,1,1057.97,0.868,1,4,0,0,0,0
539.94,17,1689,21,1,1023.92,0.527,0,0,0,1,1,0
1602.59,21,576,29,0,1491.44,1.075,0,5,0,0,0,0
678.54,6,477,34,0,808.42,0.839,2,4,0,0,0,0
1294.08,14,1400,32,1,921.69,1.404,1,4,0,0,0,0
394.87,17,281,28,0,752.34,0.525,0,1,0,0,0,0
759.32,22,369,30,0,784.78,0.968,2,6,0,0,1,0
444.19,14,1056,32,0,1278.56,0.347,3,5,1,0,0,0
1730.83,20,592,27,0,782.13,2.213,0,0,0,0,0,0
586.45,18,1619,35,1,748.58,0.783,1,3,0,0,0,0
855.77,19,1117,22,1,1358.11,0.63,3,5,0,0,0,0
1089.58,7,632,37,0,615.7,1.77,0,5,0,0,1,0
595.53,14,1035,24,0,768.14,0.775,2,5,0,0,0,0
463.97,18,1223,23,0,320.09,1.449,0,2,0,0,0,0
994.34,8,491,20,1,737.03,1.349,0,0,0,0,0,0
310.21,22,751,18,0,674.43,0.46,1,5,0,0,0,0
1878.04,17,1395,31,1,672.11,2.794,0,4,0,0,0,0
832.83,20,831,22,0,963.28,0.865,2,4,0,0,0,0
399.1,16,595,34,0,668.96,0.597,2,2,1,1,0,0
776.23,21,1391,31,0,794.38,0.977,2,4,0,0,0,0
1233.72,21,684,24,1,1074.35,1.148,1,3,0,0,0,0
5687.81,0,681,24,1,1139.07,4.993,12,30,1,0,1,1
308.56,21,1773,26,0,766.41,0.403,1,4,0,1,0,0
838.95,15,1212,27,0,726.77,1.154,2,5,0,0,0,0
1364.64,14,1297,27,0,566.56,2.409,1,2,0,0,0,0
1020.63,10,1478,32,0,395.89,2.578,1,3,0,0,1,0
1120.5,12,929,24,1,795.55,1.408,0,1,0,0,0,0
1519.59,15,1491,26,1,986.76,1.54,0,2,0,0,0,0
2144.41,15,1513,26,0,692.77,3.095,0,3,0,0,0,0
204.1,18,1224,26,0,1012.85,0.202,2,6,0,0,0,0
433.28,17,996,20,1,1293.29,0.335,1,2,0,0,0,0
984.7,18,1506,26,1,1174.86,0.838,0,2,0,0,1,0
1045.64,15,85,34,0,1127.82,0.927,1,4,0,0,0,0
383.04,22,1763,42,0,929.83,0.412,0,2,0,0,1,0
583.94,20,1557,32,0,926.53,0.63,1,3,0,0,0,0
2314.93,22,1174,29,0,1294.75,1.788,3,3,0,0,0,0
738.97,18,1623,31,0,708.99,1.042,0,0,0,0,0,0
1007.95,10,1196,38,0,963.8,1.046,0,4,0,0,1,0
2404.16,22,169,25,0,241.53,9.954,0,0,0,1,1,0
945.58,21,775,27,0,665.31,1.421,2,5,0,0,1,0
1384.45,11,360,36,1,1141.0,1.213,1,4,0,0,1,0
1229.14,21,913,19,1,771.93,1.592,0,6,0,1,0,0
746.38,14,521,28,0,1076.69,0.693,1,2,0,0,1,0
723.29,18,713,19,0,1282.81,0.564,1,4,0,1,0,0
1719.66,11,500,31,1,1283.15,1.34,0,3,0,0,0,0
893.88,10,909,24,0,730.8,1.223,0,4,1,0,0,0
4187.6,2,817,28,3,816.0,5.132,14,11,1,0,0,1
1628.27,9,1704,26,0,485.99,3.35,3,6,0,0,0,0
186.76,8,1730,27,1,702.0,0.266,2,4,0,0,0,0
2138.93,13,1668,31,0,1075.5,1.989,1,2,0,0,0,0
810.29,22,524,41,0,601.04,1.348,0,0,0,0,0,0
901.8,6,337,33,0,959.58,0.94,3,4,0,0,0,0
939.8,11,1786,24,0,794.37,1.183,2,2,0,0,0,0
1866.61,10,1052,28,0,426.64,4.375,2,3,0,0,0,0
988.11,9,1692,27,1,1232.17,0.802,1,4,0,0,0,0
886.71,7,1560,32,0,1001.26,0.886,5,8,0,0,0,0
531.77,8,634,19,1,1239.46,0.429,2,5,0,0,0,0
606.38,14,892,37,0,616.19,0.984,0,0,0,0,1,0
1278.11,13,742,25,0,1143.59,1.118,2,4,0,0,0,0
1014.83,16,203,36,1,800.45,1.268,2,4,0,0,0,0
2270.86,20,869,24,0,1114.34,2.038,0,3,0,0,0,0
573.55,7,191,29,0,653.87,0.877,0,1,0,0,0,0
475.98,11,1254,20,1,820.43,0.58,2,5,0,0,1,0
1058.79,20,590,22,1,1034.5,1.023,2,6,1,0,0,0
856.64,10,1471,35,0,688.85,1.244,0,1,0,0,1,0
464.43,7,326,23,0,662.58,0.701,1,3,0,0,0,0
674.88,10,650,24,0,597.7,1.129,1,2,0,0,0,0
1322.95,12,1379,36,0,705.09,1.876,2,4,0,0,0,0
434.36,10,138,23,1,1251.18,0.347,1,1,0,0,0,0
480.27,14,302,22,0,790.02,0.608,3,3,0,0,0,0
601.52,9,1577,34,1,553.87,1.086,0,2,0,0,0,0
608.36,15,741,37,0,520.05,1.17,0,0,0,0,0,0
1388.77,20,922,29,1,945.42,1.469,2,4,0,0,1,0
661.58,11,220,27,0,302.78,2.185,1,4,0,0,0,0
2202.33,15,687,30,0,1015.05,2.17,3,4,0,0,1,0
505.9,18,373,30,0,638.16,0.793,0,2,0,0,0,0
1097.36,7,1682,31,0,409.0,2.683,0,3,0,0,1,0
11764.34,2,387,23,1,930.3,12.646,11,24,1,0,0,1
899.43,16,834,30,0,284.51,3.161,1,3,0,0,1,0
231.83,10,720,20,0,835.39,0.278,1,1,1,0,0,0
490.99,13,1588,23,0,1799.85,0.273,0,1,0,0,0,0
818.86,13,1697,25,0,925.49,0.885,0,2,0,0,0,0
303.91,21,1277,29,0,1092.82,0.278,0,0,0,0,0,0
179.88,7,985,21,1,938.14,0.192,4,5,0,0,0,0
455.28,16,1175,31,2,887.03,0.513,2,3,0,0,0,0
1080.87,22,1111,34,0,1551.68,0.697,1,3,0,0,0,0
1167.33,21,1016,32,1,398.87,2.927,0,4,0,0,0,0
458.08,15,733,32,0,392.39,1.167,2,2,0,0,1,0
803.72,12,1020,23,1,1045.59,0.769,0,1,0,0,0,0
1133.46,8,1300,27,2,757.08,1.497,0,3,0,0,1,0
1860.86,10,1188,26,0,711.41,2.616,0,0,0,0,1,0
1821.46,19,1695,32,1,1923.01,0.947,1,2,0,0,0,0
1482.09,6,1186,30,0,1067.44,1.388,1,3,0,0,1,0
667.4,18,318,34,0,813.43,0.82,2,3,0,0,0,0
873.84,21,1794,37,0,642.38,1.36,0,2,1,0,0,0
933.74,13,399,21,1,1724.84,0.541,1,4,0,0,0,0
797.02,19,30,32,0,970.15,0.822,3,4,0,0,1,0
421.11,22,1351,25,0,632.76,0.666,1,1,0,0,0,0
1983.47,18,738,41,3,1354.85,1.464,0,0,0,0,1,0
1139.15,14,214,36,0,824.65,1.381,0,1,0,0,0,0
1448.83,15,1080,31,1,695.76,2.082,1,2,0,0,0,0
1291.13,9,1089,34,0,480.14,2.689,0,2,0,0,0,0
707.41,8,724,21,0,1475.32,0.479,2,4,0,0,1,0
393.67,19,109,21,0,550.05,0.716,1,2,1,0,1,0
1356.85,14,601,26,2,1099.96,1.234,2,6,0,0,0,0
1309.67,21,1382,41,0,916.81,1.428,0,4,0,0,0,0
1052.92,18,1505,28,1,922.22,1.142,1,3,0,1,0,0
2933.17,10,773,30,0,1341.34,2.187,1,1,0,0,1,0
657.57,22,1657,33,2,853.01,0.771,1,1,0,0,0,0
755.17,6,799,26,1,842.1,0.897,1,3,0,0,1,0
1005.93,7,1360,37,0,1025.25,0.981,1,4,0,0,1,0
683.02,16,1445,28,1,812.71,0.84,1,3,0,0,0,0
5257.01,23,1016,32,2,1048.14,5.016,9,15,1,1,0,1
1584.3,18,1662,34,1,745.9,2.124,0,3,0,0,0,0
628.84,17,611,26,1,864.3,0.728,1,2,1,0,0,0
652.86,10,1469,37,0,1046.0,0.624,1,3,0,0,0,0
1233.56,8,162,32,0,1033.79,1.193,0,2,0,0,1,0
434.47,22,1106,34,0,1126.79,0.386,1,3,0,0,1,0
858.29,11,302,28,0,830.35,1.034,2,6,0,0,1,0
833.89,8,150,30,1,1069.5,0.78,1,1,0,0,0,0
1267.32,7,1650,28,1,637.87,1.987,0,5,0,0,1,0
1396.62,19,633,32,0,2214.64,0.631,0,3,0,0,0,0
822.28,20,238,29,0,1342.74,0.612,0,2,0,0,0,0
856.41,20,1416,33,0,425.73,2.012,2,4,0,0,1,0
880.64,20,1074,23,1,755.1,1.166,2,4,0,0,0,0
757.95,8,916,35,0,942.01,0.805,1,4,0,0,1,0
1827.29,6,58,31,1,720.76,2.535,2,3,0,0,0,0
1183.19,14,439,35,0,1254.83,0.943,0,1,0,0,1,0
1801.59,14,1266,30,0,486.67,3.702,0,3,0,0,0,0
554.34,6,1384,28,1,779.44,0.711,1,3,0,0,0,0
1786.76,20,605,28,1,844.54,2.116,3,3,0,0,1,0
958.85,16,517,30,0,2592.01,0.37,2,3,0,0,0,0
1308.06,17,397,29,1,579.81,2.256,0,4,0,0,0,0
314.2,15,700,20,0,446.48,0.704,3,5,0,0,0,0
2196.23,22,330,26,0,545.16,4.029,1,2,0,0,1,0
1143.98,19,932,27,0,1929.77,0.593,1,3,0,0,1,0
2502.54,15,1530,22,1,1243.89,2.012,0,0,1,0,0,0
1654.91,14,580,33,0,1068.58,1.549,0,0,0,1,0,0
291.2,20,1135,36,2,640.64,0.455,1,4,0,0,1,0
2073.25,12,1263,30,1,748.11,2.771,0,3,0,0,0,0
995.05,20,1543,26,0,713.19,1.395,2,4,0,0,0,0
1278.0,8,963,23,1,597.17,2.14,1,1,0,0,0,0
1209.61,6,1381,28,0,1044.03,1.159,1,3,0,0,1,0
850.4,6,701,31,0,1118.72,0.76,0,1,1,0,0,0
718.77,12,334,34,0,495.46,1.451,2,4,0,0,0,0
1323.59,14,169,33,0,573.88,2.306,0,0,0,0,0,0
568.09,21,774,23,1,1160.94,0.489,2,4,0,0,0,0
911.91,21,1310,26,0,1819.74,0.501,1,3,0,0,0,0
1941.11,6,731,30,2,781.69,2.483,1,5,0,0,0,0
459.11,19,1474,31,0,1521.53,0.302,2,3,0,0,0,0
804.8,9,489,20,0,700.35,1.149,1,3,0,0,0,0
1706.94,12,725,40,0,384.2,4.443,0,5,0,0,0,0
572.52,20,1225,31,0,1270.04,0.451,0,1,1,0,1,0
314.36,22,577,34,1,865.03,0.363,2,3,0,0,1,0
301.86,19,1242,28,1,898.61,0.336,1,1,1,0,0,0
693.26,9,742,36,0,797.31,0.869,1,4,0,0,0,0
2267.21,6,1325,24,0,451.39,5.023,1,2,0,0,0,0
590.22,22,897,40,1,633.57,0.932,2,5,0,0,0,0
766.33,10,1579,17,1,1193.33,0.642,0,3,0,0,0,0
924.45,9,766,26,0,1266.85,0.73,1,2,0,0,1,0
1649.72,14,929,19,0,550.89,2.995,0,0,0,0,1,0
1438.5,8,1482,26,0,1008.51,1.426,0,4,0,1,1,0
825.2,17,797,26,0,1022.0,0.807,0,4,0,0,0,0
1248.51,20,475,37,0,343.35,3.636,0,5,0,0,1,0
1609.26,11,420,27,0,990.48,1.625,1,2,0,0,0,0
363.21,13,1119,33,0,671.43,0.541,0,4,0,0,0,0
729.79,21,119,31,1,1048.55,0.696,2,5,0,0,0,0
463.88,21,1535,31,1,964.48,0.481,0,1,0,0,0,0
602.07,7,1279,30,0,694.58,0.867,1,4,0,0,0,0
1283.76,18,1252,31,0,644.19,1.993,1,2,0,0,0,0
463.98,6,1072,25,0,1512.97,0.307,1,3,0,0,0,0
3197.7,8,1569,28,0,480.45,6.656,1,5,0,0,1,0
1290.09,16,741,32,1,562.76,2.292,1,4,0,0,0,0
650.97,8,712,29,0,621.5,1.047,1,3,0,1,0,0
835.2,9,495,33,0,961.84,0.868,2,2,0,0,0,0
442.07,13,493,22,1,869.29,0.509,2,4,0,0,0,0
399.02,13,457,27,0,729.13,0.547,2,2,0,1,0,0
726.34,15,664,19,0,633.72,1.146,2,4,0,0,1,0
1844.0,21,1177,34,1,1071.42,1.721,2,5,0,0,0,0
414.15,13,1142,20,0,1796.23,0.231,0,3,0,1,0,0
1768.99,11,1649,30,0,1558.67,1.135,0,1,0,0,0,0
810.68,9,758,24,0,491.22,1.65,3,6,0,0,0,0
1023.78,20,347,23,0,860.87,1.189,0,1,0,0,0,0
934.65,9,483,26,1,632.82,1.477,1,1,0,0,0,0
1374.65,6,1219,31,1,963.72,1.426,1,3,0,1,1,0
1642.08,14,1474,27,0,1157.44,1.419,2,4,0,0,0,0
797.91,18,414,30,0,1290.21,0.618,2,3,0,0,0,0
1188.46,6,471,26,0,1821.26,0.653,1,2,0,0,0,0
1836.13,16,1782,35,0,1075.14,1.708,1,7,0,0,0,0
1404.93,13,1707,35,0,860.38,1.633,1,2,0,0,0,0
715.34,19,1755,33,1,406.47,1.76,1,2,0,0,0,0
806.5,6,233,23,0,1101.86,0.732,0,3,0,0,0,0
521.87,21,1349,30,0,1131.07,0.461,2,4,0,0,0,0
2440.02,20,696,32,0,1876.27,1.3,2,4,0,0,0,0
1062.69,17,676,34,0,1663.68,0.639,0,5,0,0,0,0
414.93,16,162,33,0,871.57,0.476,3,6,0,0,0,0
565.72,17,410,38,0,610.79,0.926,1,1,0,0,0,0
825.13,8,1625,31,0,544.67,1.515,0,3,0,0,1,0
1878.33,21,370,24,0,1494.08,1.257,0,0,0,1,0,0
808.31,19,559,26,0,631.11,1.281,1,4,0,0,0,0
1251.59,18,826,35,1,682.56,1.834,1,2,0,0,1,0
606.05,14,31,19,0,509.55,1.189,2,3,0,0,0,0
1279.72,8,208,29,0,2449.96,0.522,1,2,0,0,1,0
1836.59,14,942,33,1,1065.93,1.723,1,4,0,0,1,0
1386.22,15,142,16,3,978.88,1.416,4,8,0,0,0,0
232.45,10,682,29,0,1052.71,0.221,1,5,0,0,1,0
825.58,21,1587,24,0,641.46,1.287,3,5,0,0,0,0
501.83,12,1740,34,0,1460.24,0.344,0,1,0,0,0,0
1298.79,22,1273,25,1,798.11,1.627,1,5,0,0,0,0
933.21,20,1183,30,0,928.61,1.005,2,3,0,0,0,0
2301.73,7,1237,32,0,3331.61,0.691,0,0,0,0,0,0
747.85,8,1574,29,0,636.43,1.175,1,3,0,0,1,0
934.54,12,1750,24,0,1111.8,0.841,2,3,0,0,1,0
839.03,16,436,27,0,2399.46,0.35,0,1,0,0,0,0
1333.14,7,1042,16,0,745.96,1.787,0,3,0,0,0,0
526.17,9,416,31,0,651.18,0.808,2,7,0,0,0,0
517.98,20,1113,34,0,887.23,0.584,1,3,0,0,0,0
658.65,13,681,21,0,570.55,1.154,1,6,0,0,0,0
1238.45,15,344,34,1,1875.27,0.66,1,3,1,0,0,0
1590.03,15,214,31,1,954.36,1.666,3,6,0,0,1,0
853.07,22,1446,28,0,1200.93,0.71,2,5,0,0,0,0
1243.08,8,1316,32,1,919.57,1.352,0,0,0,0,1,0
1187.23,14,1700,28,0,905.42,1.311,0,3,0,0,1,0
869.89,7,1687,22,0,702.73,1.238,0,2,0,0,0,0
858.59,6,198,26,0,2294.09,0.374,0,4,0,0,0,0
1365.66,14,154,31,2,846.36,1.614,4,5,0,0,1,0
23807.55,2,1535,30,2,505.56,47.091,8,16,1,1,0,1
1545.97,12,535,35,0,888.5,1.74,1,3,0,0,1,0
1739.89,18,918,25,0,1169.29,1.488,0,2,0,0,1,0
2755.93,21,952,35,3,922.35,2.988,0,2,0,0,0,0
611.59,6,1380,27,1,1821.65,0.336,0,1,1,0,0,0
5363.82,0,564,41,3,250.2,21.438,12,16,1,1,0,1
2000.1,21,1245,34,0,451.72,4.428,0,0,0,0,0,0
19592.09,2,1207,30,1,768.39,25.498,14,22,1,1,1,1
645.82,18,509,36,1,521.61,1.238,2,4,0,0,1,0
579.26,21,1537,22,0,1475.14,0.393,2,2,0,0,0,0
2204.33,16,101,37,0,954.74,2.309,2,8,0,0,1,0
1128.48,6,1297,40,0,544.42,2.073,1,5,0,0,1,0
1062.17,22,1574,16,0,1339.3,0.793,1,2,0,0,0,0
907.53,20,1249,42,0,1402.48,0.647,1,4,0,0,0,0
2060.17,9,1649,24,0,1017.71,2.024,1,1,0,0,0,0
1534.2,22,1283,26,0,518.32,2.96,2,4,0,0,0,0
810.52,17,427,29,0,622.36,1.302,0,2,0,0,0,0
1482.2,13,1324,29,0,544.7,2.721,0,2,0,0,0,0
990.3,19,976,32,0,925.83,1.07,0,1,0,0,0,0
1450.28,16,1036,28,0,1192.31,1.216,1,2,0,0,1,0
1892.99,19,1464,31,0,1025.71,1.846,0,1,0,0,0,0
1772.25,11,1242,21,0,696.91,2.543,3,3,0,0,0,0
347.53,12,1653,38,0,1863.78,0.186,1,2,0,0,1,0
1190.96,7,865,25,0,968.32,1.23,0,1,0,0,0,0
2024.25,21,1441,25,1,603.24,3.356,2,5,0,0,0,0
604.65,10,1574,38,0,609.33,0.992,2,2,0,0,1,0
2681.38,8,37,31,0,1276.89,2.1,1,1,0,0,1,0
1263.17,7,492,29,1,1012.94,1.247,1,2,0,0,0,0
1521.06,12,1691,30,0,756.78,2.01,0,1,0,0,1,0
1520.3,14,206,30,1,1269.99,1.197,0,2,0,0,0,0
428.61,20,510,27,1,974.82,0.44,1,3,0,0,0,0
1552.28,17,992,28,2,676.95,2.293,0,1,0,0,1,0
1177.62,19,620,29,0,556.48,2.116,1,4,0,0,0,0
701.78,6,147,30,1,802.04,0.875,0,3,0,0,0,0
2192.79,6,1546,32,0,709.09,3.092,0,1,0,0,0,0
316.67,9,515,21,0,713.62,0.444,1,2,0,0,0,0
641.05,12,265,31,0,397.2,1.614,0,5,1,0,0,0
1996.96,7,1753,28,0,1006.04,1.985,0,3,0,0,1,0
1563.94,20,918,37,1,1151.75,1.358,0,0,0,0,1,0
668.01,22,1447,22,0,740.94,0.902,1,2,0,0,1,0
606.88,14,569,23,1,1686.66,0.36,2,5,0,0,0,0
821.36,19,216,34,1,711.84,1.154,1,1,0,0,0,0
1113.7,9,1258,28,1,1268.42,0.878,0,5,0,0,0,0
743.27,6,1207,27,2,902.93,0.823,0,3,0,0,0,0
904.76,21,202,29,1,531.97,1.701,1,3,0,0,0,0
998.22,19,38,29,1,603.25,1.655,0,3,0,0,0,0
794.55,18,532,29,1,550.31,1.444,1,1,1,0,0,0
749.77,20,478,36,0,699.2,1.072,0,1,0,0,0,0
504.1,18,1513,33,0,1042.11,0.484,4,8,0,0,0,0
949.04,19,540,32,0,458.14,2.072,1,4,0,0,0,0
938.73,22,912,26,1,1481.81,0.634,2,4,0,0,0,0
575.17,20,1053,19,0,1030.08,0.558,0,2,0,0,0,0
1124.53,21,297,30,0,961.59,1.169,1,4,0,0,0,0
1839.91,13,1756,32,0,412.31,4.462,1,3,0,0,0,0
997.02,19,287,25,0,1695.46,0.588,1,1,0,0,0,0
